Test Case,Latency (seconds)
A fabricated story about the economy,0.09914994239807129
A fabricated story about the economy,0.19355392456054688
A fabricated story about the economy,0.21273207664489746
A fabricated story about the economy,0.12665700912475586
A fabricated story about the economy,0.179307222366333
A fabricated story about the economy,0.2360210418701172
A fabricated story about the economy,0.12389683723449707
A fabricated story about the economy,0.17883682250976562
A fabricated story about the economy,0.10239696502685547
A fabricated story about the economy,0.11078286170959473
A fabricated story about the economy,0.12943720817565918
A fabricated story about the economy,0.1798381805419922
A fabricated story about the economy,0.10394763946533203
A fabricated story about the economy,0.10517191886901855
A fabricated story about the economy,0.09669303894042969
A fabricated story about the economy,0.14673519134521484
A true story about technological advancement,0.1360793113708496
A true story about technological advancement,0.11192607879638672
A true story about technological advancement,0.15138506889343262
A true story about technological advancement,0.19321608543395996
A true story about technological advancement,0.09952521324157715
A true story about technological advancement,0.10235595703125
A true story about technological advancement,0.10503506660461426
A true story about technological advancement,0.1458420753479004
A true story about technological advancement,0.10848379135131836
A true story about technological advancement,0.11249470710754395
A true story about technological advancement,0.10235404968261719
A true story about technological advancement,0.09977483749389648
A true story about technological advancement,0.17496871948242188
A true story about technological advancement,0.1042637825012207
A true story about technological advancement,0.11893701553344727
A true story about technological advancement,0.10148978233337402
A true story about technological advancement,0.18963003158569336
A true story about technological advancement,0.10115289688110352
A true story about technological advancement,0.12498307228088379
A true story about technological advancement,0.13336920738220215
A true story about technological advancement,0.1770937442779541
A true story about technological advancement,0.14423394203186035
A true story about technological advancement,0.10437297821044922
A true story about technological advancement,0.09753608703613281
A true story about technological advancement,0.16255593299865723
A true story about technological advancement,0.10770106315612793
A true story about technological advancement,0.09672808647155762
A true story about technological advancement,0.09859514236450195
A true story about technological advancement,0.16158604621887207
A true story about technological advancement,0.14743614196777344
A true story about technological advancement,0.15138888359069824
A true story about technological advancement,0.225999116897583
A true story about technological advancement,0.12704181671142578
A true story about technological advancement,0.13391399383544922
A true story about technological advancement,0.09749293327331543
A true story about technological advancement,0.4543309211730957
A true story about technological advancement,0.49715590476989746
A true story about technological advancement,0.4545421600341797
A true story about technological advancement,0.09885478019714355
A true story about technological advancement,0.4944589138031006
A true story about technological advancement,0.09734010696411133
A true story about technological advancement,0.42024922370910645
A true story about technological advancement,0.5451090335845947
A true story about technological advancement,0.4424149990081787
A true story about technological advancement,0.5242559909820557
A true story about technological advancement,0.1056528091430664
A true story about technological advancement,0.42347025871276855
A true story about technological advancement,0.10472822189331055
A true story about technological advancement,0.5257108211517334
A true story about technological advancement,0.22089695930480957
A true story about technological advancement,0.10608887672424316
A true story about technological advancement,0.10644197463989258
A true story about technological advancement,0.12455511093139648
A true story about technological advancement,0.18700599670410156
A true story about technological advancement,0.09937477111816406
A true story about technological advancement,0.2256932258605957
A true story about technological advancement,0.1993699073791504
A true story about technological advancement,0.10126686096191406
A true story about technological advancement,0.19449186325073242
A true story about technological advancement,0.09672904014587402
A true story about technological advancement,0.18769001960754395
A true story about technological advancement,0.13748788833618164
A true story about technological advancement,0.10216927528381348
A true story about technological advancement,0.11318802833557129
A true story about technological advancement,0.20127105712890625
A true story about technological advancement,0.19118618965148926
A true story about technological advancement,0.0993189811706543
A true story about technological advancement,0.14970612525939941
A true story about technological advancement,0.19161772727966309
A true story about technological advancement,0.11248898506164551
A true story about technological advancement,0.2193138599395752
A true story about technological advancement,0.19255995750427246
A true story about technological advancement,0.10199785232543945
A true story about technological advancement,0.13802504539489746
A true story about technological advancement,0.19002699851989746
A true story about technological advancement,0.20981192588806152
A true story about technological advancement,0.10021495819091797
A true story about technological advancement,0.18301916122436523
A true story about technological advancement,0.17933011054992676
A true story about technological advancement,0.1056668758392334
A true story about technological advancement,0.17386198043823242
A true story about technological advancement,0.12307381629943848
A true story about technological advancement,0.10222911834716797
A true story about technological advancement,0.10074591636657715
A true story about technological advancement,0.10517501831054688
A true story about technological advancement,0.19849896430969238
A true story about technological advancement,0.14238810539245605
A true story about technological advancement,0.10157108306884766
A true story about technological advancement,0.17772197723388672
A true story about technological advancement,0.11924505233764648
A true story about technological advancement,0.13431119918823242
A true story about technological advancement,0.10606169700622559
A true story about technological advancement,0.16369295120239258
A true story about technological advancement,0.10371994972229004
A true story about technological advancement,0.10453200340270996
A true story about technological advancement,0.10426807403564453
A true story about technological advancement,0.21642780303955078
A true story about technological advancement,0.13394808769226074
A true story about technological advancement,0.12826776504516602
A true story about technological advancement,0.10202908515930176
